Distal,Shape,Class,Length,Cortex_Percentagem,Thickness,Width,Cortex_Location,Scar_count,Profile,Cross_section,Platform_type,Dorsal_Pattern,Cortex
Natural,Irregular,Flake,25,NoCortex,4.139999866,31.51000023,,2,Direito,Triangular,Crushed,Unidireccional,No_cortex
Natural,Biconvex,Flake,24.20000076,NoCortex,2.869999886,22.39999962,,2,Direito,Triangular,Liso,Unidireccional,No_cortex
Natural,Divergent,Flake,23.68000031,NoCortex,2.25999999,14.10999966,,2,Direito,Triangular,Multifacetted,Unidireccional,No_cortex
Natural,Irregular,Flake,23.31999969,NoCortex,1.700000048,12.92000008,,2,Torcido,Triangular,Cortical,Unidireccional,No_cortex
Hinged,Irregular,Flake,23.29000092,NoCortex,3.029999971,11.68000031,,2,Direito,Triangular,Liso,Unidireccional,No_cortex
Natural,Paralell,Flake,20.69000053,NoCortex,2.779999971,14.06000042,,2,Direito,Flat,Crushed,Unidireccional,No_cortex
Natural,Irregular,Flake,18.82999992,NoCortex,3.470000029,26.18000031,,2,Direito,Trapezoidal,Crushed,Unidireccional,No_cortex
Natural,Divergent,Flake,17.79999924,NoCortex,1.960000038,14.71000004,,2,Torcido,Flat,Crushed,Unidireccional,No_cortex
Natural,Irregular,Flake,17.54999924,NoCortex,2.430000067,13.36999989,,2,Irregular,Triangular,Other,Unidireccional,No_cortex
Natural,Divergent,Flake,17.22999954,NoCortex,4.300000191,21.19000053,,2,Torcido,Triangular,Crushed,Unidireccional,No_cortex
Hinged,Irregular,Flake,15.01000023,NoCortex,2.5,14.05000019,,2,Torcido,Triangular,Multifacetted,Unidireccional,No_cortex
Natural,Divergent,Flake,14.97999954,NoCortex,1.220000029,9.970000267,,2,Encurvado,Flat,Crushed,Unidireccional,No_cortex
Natural,Circular,Flake,14.47999954,NoCortex,3.890000105,15.14000034,,2,Encurvado,Trapezoidal,Liso,Unidireccional,No_cortex
Hinged,Divergent,Flake,14.31000042,NoCortex,3.109999895,17.56999969,,2,Direito,Triangular,Liso,Unidireccional,No_cortex
Natural,Paralell,Flake,32,NoCortex,4.130000114,18.62000084,,2,Direito,Triangular,Crushed,Unidireccional,No_cortex
Natural,Paralell,Flake,17.79000092,NoCortex,4.03000021,20.62000084,,2,Direito,Triangular,Cortical,Unidireccional,No_cortex
Natural,Paralell,Flake,19.27000046,NoCortex,4.360000134,18.96999931,,2,Direito,Triangular,Crushed,Unidireccional,No_cortex
Natural,Circular,Flake,22.72999954,NoCortex,2.789999962,21.45999908,,2,Direito,Triangular,Cortical,Unidireccional,No_cortex
Natural,Other,Flake,20.87999916,NoCortex,3.450000048,16.61000061,,2,Encurvado,Triangular,Other,Unidireccional,No_cortex
Natural,Paralell,Flake,25.36000061,NoCortex,4.380000114,13.53999996,,2,Direito,Triangular,Liso,Unidireccional,No_cortex
Natural,Paralell,Flake,29.29000092,NoCortex,6.239999771,21.05999947,,2,Encurvado,Triangular,Other,Unidireccional,No_cortex
Natural,Divergent,Flake,20.55999947,NoCortex,3.109999895,17.40999985,,2,Direito,Trapezoidal,Crushed,Unidireccional,No_cortex
Natural,Other,Flake,23.81999969,NoCortex,4.590000153,16.04000092,,2,Direito,Irregular,Liso,Unidireccional,No_cortex
Natural,Other,Flake,25.69000053,NoCortex,4.650000095,19.94000053,,2,Encurvado,Triangular,Multifacetted,Unidireccional,No_cortex
Natural,Divergent,Flake,18.98999977,NoCortex,4.010000229,15.98999977,,2,Direito,Triangular,Multifacetted,Unidireccional,No_cortex
Natural,Paralell,Flake,17.44000053,NoCortex,4.050000191,13.96000004,,2,Direito,Triangular,Crushed,Unidireccional,No_cortex
Pointed,Convergent,Flake,60.22000122,NoCortex,8.050000191,30.75,,2,Torcido,Triangular,Liso,Unidireccional,No_cortex
Natural,Irregular,Flake,34.09000015,NoCortex,6.309999943,24.76000023,,2,Irregular,Irregular,Dihedral,Unidireccional,No_cortex
Natural,Paralell,Flake,32.72999954,NoCortex,4.699999809,20.19000053,,2,Torcido,Triangular,Other,Unidireccional,No_cortex
Natural,Divergent,Flake,32.31999969,NoCortex,8.090000153,27.36000061,,2,Direito,Triangular,Liso,Unidireccional,No_cortex
Natural,Convergent,Flake,31.15999985,NoCortex,2.049999952,15.72000027,,2,Direito,Trapezoidal,Dihedral,Unidireccional,No_cortex
Natural,Convergent,Flake,28.60000038,NoCortex,4.599999905,14.56000042,,2,Irregular,Triangular,Liso,Unidireccional,No_cortex
Natural,Déjeté,Flake,28.30999947,NoCortex,3.819999933,25.19000053,,2,Direito,Triangular,Liso,Unidireccional,No_cortex
Natural,Paralell,Flake,26.92000008,NoCortex,6.909999847,20.68000031,,2,Direito,Flat,Liso,Unidireccional,No_cortex
Pointed,Divergent,Flake,26.47999954,NoCortex,4,14.26000023,,2,Direito,Flat,Crushed,Unidireccional,No_cortex
Hinged,Divergent,Flake,26.38999939,NoCortex,3.200000048,21.35000038,,2,Direito,Triangular,Liso,Unidireccional,No_cortex
Natural,Irregular,Flake,26.26000023,NoCortex,2.150000095,21.81999969,,2,Torcido,Flat,Cortical,Unidireccional,No_cortex
Natural,Other,Flake,26.04999924,NoCortex,5.579999924,18.12999916,,2,Direito,Triangular,Liso,Unidireccional,No_cortex
Hinged,Divergent,Flake,25.69000053,NoCortex,8.539999962,40.66999817,,2,Direito,Triangular,Liso,Unidireccional,No_cortex
Natural,Irregular,Flake,24.94000053,NoCortex,6.400000095,14.81000042,,2,Direito,Triangular,Liso,Unidireccional,No_cortex
Natural,Convergent,Flake,24.69000053,NoCortex,3.789999962,13.75,,2,Direito,Triangular,Liso,Unidireccional,No_cortex
Pointed,Convergent,Flake,24.29000092,NoCortex,2.880000114,13.39999962,,2,Direito,Triangular,Liso,Unidireccional,No_cortex
Natural,Irregular,Flake,23.57999992,NoCortex,7.150000095,17.04000092,,2,Encurvado,Triangular,Crushed,Unidireccional,No_cortex
Natural,Irregular,Flake,23.26000023,NoCortex,3.390000105,13.52000046,,2,Direito,Triangular,Crushed,Unidireccional,No_cortex
Natural,Convergent,Flake,23.12999916,NoCortex,9.06000042,18.13999939,,2,Direito,Triangular,Crushed,Unidireccional,No_cortex
Natural,Irregular,Flake,23.10000038,NoCortex,2.849999905,18.17000008,,2,Encurvado,Irregular,Dihedral,Unidireccional,No_cortex
Natural,Irregular,Flake,21.68000031,NoCortex,3.089999914,11.61999989,,2,Direito,Triangular,Crushed,Unidireccional,No_cortex
Natural,Paralell,Flake,21.67000008,NoCortex,3.779999971,14.60999966,,2,Direito,Triangular,Liso,Unidireccional,No_cortex
Pointed,Paralell,Flake,21.63999939,NoCortex,3.319999933,12.85999966,,2,Direito,Triangular,Multifacetted,Unidireccional,No_cortex
Natural,Paralell,Flake,21.07999992,NoCortex,6.269999981,16.86000061,,2,Direito,Triangular,Cortical,Unidireccional,No_cortex
Natural,Irregular,Flake,20.79000092,NoCortex,4.579999924,19.70999908,,2,Direito,Triangular,Liso,Unidireccional,No_cortex
Natural,Paralell,Flake,20.69000053,NoCortex,4.400000095,17.35000038,,2,Direito,Triangular,Cortical,Unidireccional,No_cortex
Natural,Divergent,Flake,19.79999924,NoCortex,4.099999905,17.96999931,,2,Direito,Trapezoidal,Liso,Unidireccional,No_cortex
Hinged,Irregular,Flake,19.79000092,NoCortex,3.680000067,20.02000046,,2,Direito,Triangular,Liso,Unidireccional,No_cortex
Natural,Divergent,Flake,19.07999992,NoCortex,2.980000019,20.54000092,,2,Direito,Triangular,Linear,Unidireccional,No_cortex
Natural,Irregular,Flake,18.94000053,NoCortex,3.25999999,17.30999947,,2,Direito,Flat,Cortical,Unidireccional,No_cortex
Natural,Irregular,Flake,18.62000084,NoCortex,3.089999914,22.20000076,,2,Torcido,Irregular,Liso,Unidireccional,No_cortex
Natural,Convergent,Flake,18.60000038,NoCortex,1.639999986,15.36999989,,2,Direito,Flat,Crushed,Unidireccional,No_cortex
Natural,Irregular,Flake,18.39999962,NoCortex,3.400000095,20.70999908,,2,Direito,Triangular,Liso,Unidireccional,No_cortex
Natural,Irregular,Flake,18.35000038,NoCortex,2.289999962,11.72999954,,2,Direito,Triangular,Cortical,Unidireccional,No_cortex
Natural,Paralell,Flake,18.05999947,NoCortex,2.880000114,16.5,,2,Direito,Triangular,Liso,Unidireccional,No_cortex
Natural,Convergent,Flake,17.88999939,NoCortex,2.789999962,16.69000053,,2,Direito,Flat,Liso,Unidireccional,No_cortex
Natural,Irregular,Flake,17.64999962,NoCortex,2.039999962,10.07999992,,2,Torcido,Triangular,Liso,Unidireccional,No_cortex
Natural,Irregular,Flake,17.52000046,NoCortex,1.789999962,13.78999996,,2,Direito,Triangular,Liso,Unidireccional,No_cortex
Natural,Paralell,Flake,17.45999908,NoCortex,3.190000057,15.19999981,,2,Direito,Triangular,Liso,Unidireccional,No_cortex
Hinged,Paralell,Flake,17.10000038,NoCortex,2,13.13000011,,2,Direito,Flat,Crushed,Unidireccional,No_cortex
Natural,Paralell,Flake,16.87000084,NoCortex,2.920000076,12.42000008,,2,Direito,Triangular,Liso,Unidireccional,No_cortex
Natural,Divergent,Flake,16.77000046,NoCortex,3.220000029,9.880000114,,2,Direito,Triangular,Liso,Unidireccional,No_cortex
Natural,Irregular,Flake,16.70999908,NoCortex,4.889999866,25.01000023,,2,Direito,Triangular,Multifacetted,Unidireccional,No_cortex
Natural,Irregular,Flake,16.57999992,NoCortex,3.200000048,26.26000023,,2,Irregular,Triangular,Cortical,Unidireccional,No_cortex
Natural,Irregular,Flake,16.47999954,NoCortex,2.039999962,10.75,,2,Encurvado,Triangular,Cortical,Unidireccional,No_cortex
Natural,Irregular,Flake,16.28000069,NoCortex,2.180000067,15.97999954,,2,Direito,Triangular,Other,Unidireccional,No_cortex
Natural,Paralell,Flake,15.94999981,NoCortex,3.130000114,20.89999962,,2,Direito,Flat,Liso,Unidireccional,No_cortex
Natural,Circular,Flake,15.43000031,NoCortex,4.5,18.64999962,,2,Direito,Triangular,Crushed,Unidireccional,No_cortex
Natural,Paralell,Flake,15.39999962,NoCortex,3.460000038,22.57999992,,2,Direito,Flat,Liso,Unidireccional,No_cortex
Natural,Paralell,Flake,14.68000031,NoCortex,4.139999866,13.05000019,,2,Direito,Triangular,Liso,Unidireccional,No_cortex
Natural,Divergent,Flake,14.39000034,NoCortex,3.640000105,12.47999954,,2,Direito,Triangular,Liso,Unidireccional,No_cortex
Natural,Divergent,Flake,14.23999977,NoCortex,1.74000001,19.39999962,,2,Direito,Triangular,Crushed,Unidireccional,No_cortex
Natural,Irregular,Flake,14.18999958,NoCortex,1.549999952,10.69999981,,2,Direito,Flat,Linear,Unidireccional,No_cortex
Natural,Irregular,Flake,14.01000023,NoCortex,2.480000019,15.22999954,,2,Direito,Triangular,Dihedral,Unidireccional,No_cortex
Natural,Irregular,Flake,13.77000046,NoCortex,3.789999962,22.34000015,,2,Direito,Flat,Liso,Unidireccional,No_cortex
Hinged,Irregular,Flake,13.72999954,NoCortex,2.460000038,9.800000191,,2,Irregular,Triangular,Liso,Unidireccional,No_cortex
Natural,Divergent,Flake,13.46000004,NoCortex,2.299999952,18.61000061,,2,Direito,Triangular,Multifacetted,Unidireccional,No_cortex
Natural,Irregular,Flake,13.21000004,NoCortex,3.190000057,17.75,,2,Direito,Irregular,Liso,Unidireccional,No_cortex
Natural,Irregular,Flake,13.14000034,NoCortex,3.349999905,28.10000038,,2,Direito,Triangular,Dihedral,Unidireccional,No_cortex
Natural,Convergent,Flake,13.13000011,NoCortex,3.849999905,22.44000053,,2,Direito,Triangular,Liso,Unidireccional,No_cortex
Natural,Irregular,Flake,13.05000019,NoCortex,3,21.89999962,,2,Direito,Flat,Cortical,Unidireccional,No_cortex
Hinged,Irregular,Flake,12.43000031,NoCortex,2.420000076,18.54000092,,2,Irregular,Flat,Dihedral,Unidireccional,No_cortex
Natural,Paralell,Flake,11.81000042,NoCortex,3.630000114,13.23999977,,2,Direito,Triangular,Dihedral,Unidireccional,No_cortex
Hinged,Divergent,Flake,11.73999977,NoCortex,1.889999986,17.63999939,,2,Direito,Triangular,Crushed,Unidireccional,No_cortex
Hinged,Irregular,Flake,11.36999989,NoCortex,4.199999809,23.60000038,,2,Direito,Irregular,Cortical,Unidireccional,No_cortex
Hinged,Divergent,Flake,23.35000038,NoCortex,2.960000038,17.75,,2,Direito,Triangular,Liso,Unidireccional,No_cortex
Natural,Biconvex,Flake,32.15999985,NoCortex,7.199999809,21.93000031,,2,Direito,Triangular,Cortical,Unidireccional,No_cortex
Natural,Biconvex,Flake,16.96999931,NoCortex,1.789999962,9.640000343,,2,Encurvado,Triangular,Liso,Unidireccional,No_cortex
Natural,Paralell,Flake,44.06999969,NoCortex,6.949999809,24.23999977,,2,Direito,Triangular,Multifacetted,Unidireccional,No_cortex
Natural,Divergent,Flake,25.90999985,NoCortex,4.940000057,14.98999977,,2,Direito,Triangular,Linear,Unidireccional,No_cortex
Natural,Divergent,Flake,24.79000092,NoCortex,4.130000114,24.29999924,,2,Encurvado,Triangular,Crushed,Unidireccional,No_cortex
Natural,Paralell,Flake,36.88999939,NoCortex,8.68999958,26,,2,Encurvado,Triangular,Liso,Unidireccional,No_cortex
Natural,Biconvex,Flake,35.65999985,NoCortex,9.56000042,28.30999947,,2,Encurvado,Triangular,Cortical,Unidireccional,No_cortex
Natural,Divergent,Flake,35.04000092,NoCortex,5.210000038,21.55999947,,2,Direito,Triangular,Liso,Unidireccional,No_cortex
Natural,Other,Flake,32.54000092,NoCortex,3.049999952,17.85000038,,2,Direito,Triangular,Liso,Unidireccional,No_cortex
Pointed,Biconvex,Flake,30.72999954,NoCortex,7.900000095,15.36999989,,2,Encurvado,Triangular,Liso,Unidireccional,No_cortex
Natural,Irregular,Flake,30.65999985,NoCortex,5.739999771,23.95999908,,2,Direito,Triangular,Liso,Unidireccional,No_cortex
Natural,Divergent,Flake,29.87000084,NoCortex,2.420000076,23.78000069,,2,Torcido,Triangular,Liso,Unidireccional,No_cortex
Natural,Biconvex,Flake,29.85000038,NoCortex,12.93000031,22.18000031,,2,Direito,Triangular,Liso,Unidireccional,No_cortex
Pointed,Convergent,Flake,29.46999931,NoCortex,4.590000153,15.68999958,,2,Direito,Triangular,Liso,Unidireccional,No_cortex
Natural,Paralell,Flake,29.14999962,NoCortex,3.900000095,18.79000092,,2,Direito,Triangular,Cortical,Unidireccional,No_cortex
Natural,Other,Flake,29.04000092,NoCortex,2.24000001,16.57999992,,2,Direito,Triangular,Crushed,Unidireccional,No_cortex
Hinged,Irregular,Flake,28.20000076,NoCortex,5.079999924,23.09000015,,2,Torcido,Triangular,Liso,Unidireccional,No_cortex
Natural,Irregular,Flake,27.13999939,NoCortex,3.519999981,17.95000076,,2,Direito,Trapezoidal,Crushed,Unidireccional,No_cortex
Natural,Irregular,Flake,27.04000092,NoCortex,3.269999981,15.69999981,,2,Direito,Triangular,Cortical,Unidireccional,No_cortex
Natural,Irregular,Flake,26.42000008,NoCortex,3.049999952,17.35000038,,2,Direito,Triangular,Cortical,Unidireccional,No_cortex
Natural,Paralell,Flake,26.14999962,NoCortex,5.710000038,19.64999962,,2,Direito,Triangular,Multifacetted,Unidireccional,No_cortex
Pointed,Other,Flake,26.13999939,NoCortex,4.199999809,13.10000038,,2,Torcido,Triangular,Crushed,Unidireccional,No_cortex
Natural,Divergent,Flake,25.94000053,NoCortex,2.579999924,21.61000061,,2,Direito,Triangular,Cortical,Unidireccional,No_cortex
Natural,Biconvex,Flake,25.39999962,NoCortex,6.050000191,16.05999947,,2,Encurvado,Triangular,Liso,Unidireccional,No_cortex
Hinged,Biconvex,Flake,24.52000046,NoCortex,10.89000034,24.28000069,,2,Irregular,Triangular,Cortical,Unidireccional,No_cortex
Natural,Convergent,Flake,24.34000015,NoCortex,2.00999999,13.18999958,,2,Direito,Triangular,Dihedral,Unidireccional,No_cortex
Natural,Irregular,Flake,23.80999947,NoCortex,4.400000095,20.27000046,,2,Encurvado,Irregular,Multifacetted,Unidireccional,No_cortex
Hinged,Paralell,Flake,23.80999947,NoCortex,10.34000015,17.12000084,,2,Direito,Triangular,Liso,Unidireccional,No_cortex
Natural,Convergent,Flake,23.45999908,NoCortex,2.220000029,12.61999989,,2,Encurvado,Triangular,Liso,Unidireccional,No_cortex
Natural,Irregular,Flake,23.38999939,NoCortex,3.720000029,17.32999992,,2,Direito,Triangular,Crushed,Unidireccional,No_cortex
Natural,Paralell,Flake,22.98999977,NoCortex,2.869999886,14,,2,Encurvado,Triangular,Crushed,Unidireccional,No_cortex
Natural,Irregular,Flake,22.95999908,NoCortex,1.549999952,14.42000008,,2,Direito,Flat,Liso,Unidireccional,No_cortex
Natural,Paralell,Flake,22.52000046,NoCortex,4.889999866,16.42000008,,2,Irregular,Irregular,Multifacetted,Unidireccional,No_cortex
Pointed,Biconvex,Flake,22.5,NoCortex,3.140000105,12.02000046,,2,Encurvado,Triangular,Dihedral,Unidireccional,No_cortex
Natural,Divergent,Flake,22.40999985,NoCortex,2.75,13.5,,2,Encurvado,Triangular,Liso,Unidireccional,No_cortex
Hinged,Convergent,Flake,22.38999939,NoCortex,9.460000038,16.75,,2,Direito,Triangular,Liso,Unidireccional,No_cortex
Natural,Paralell,Flake,22.34000015,NoCortex,4,20.31999969,,2,Direito,Triangular,Dihedral,Unidireccional,No_cortex
Hinged,Divergent,Flake,22.03000069,NoCortex,4.389999866,16.21999931,,2,Direito,Triangular,Liso,Unidireccional,No_cortex
Pointed,Convergent,Flake,20.79999924,NoCortex,4.760000229,11.60000038,,2,Torcido,Triangular,Liso,Unidireccional,No_cortex
Natural,Irregular,Flake,20.62000084,NoCortex,4.309999943,31.90999985,,2,Direito,Flat,Cortical,Unidireccional,No_cortex
Natural,Other,Flake,20.54000092,NoCortex,3.279999971,44.56000137,,2,Direito,Flat,Multifacetted,Unidireccional,No_cortex
Natural,Paralell,Flake,20.01000023,NoCortex,3.059999943,10.71000004,,2,Direito,Triangular,Liso,Unidireccional,No_cortex
Natural,Irregular,Flake,19.79999924,NoCortex,2.380000114,22.40999985,,2,Direito,Triangular,Liso,Unidireccional,No_cortex
Natural,Irregular,Flake,19.43000031,NoCortex,2.140000105,11.02999973,,2,Direito,Triangular,Cortical,Unidireccional,No_cortex
Hinged,Irregular,Flake,19,NoCortex,8.050000191,25.10000038,,2,Irregular,Triangular,Crushed,Unidireccional,No_cortex
Natural,Divergent,Flake,18.75,NoCortex,2.119999886,18.90999985,,2,Direito,Flat,Crushed,Unidireccional,No_cortex
Natural,Irregular,Flake,18.34000015,NoCortex,2.480000019,12.55000019,,2,Direito,Triangular,Liso,Unidireccional,No_cortex
Hinged,Divergent,Flake,18.25,NoCortex,2.400000095,11.77000046,,2,Direito,Triangular,Liso,Unidireccional,No_cortex
Natural,Irregular,Flake,18.22999954,NoCortex,1.929999948,17.32999992,,2,Direito,Triangular,Liso,Unidireccional,No_cortex
Natural,Irregular,Flake,18.21999931,NoCortex,2.299999952,13.86999989,,2,Direito,Triangular,Cortical,Unidireccional,No_cortex
Natural,Paralell,Flake,18.05999947,NoCortex,3,19.62000084,,2,Direito,Triangular,Liso,Unidireccional,No_cortex
Pointed,Convergent,Flake,17.51000023,NoCortex,2.170000076,11.39999962,,2,Direito,Triangular,Liso,Unidireccional,No_cortex
Natural,Paralell,Flake,17.20000076,NoCortex,5.21999979,15.27000046,,2,Direito,Triangular,Liso,Unidireccional,No_cortex
Natural,Paralell,Flake,16.87000084,NoCortex,1.769999981,13.10999966,,2,Direito,Triangular,Other,Unidireccional,No_cortex
Natural,Biconvex,Flake,16.85000038,NoCortex,2.950000048,10.52999973,,2,Encurvado,Triangular,Linear,Unidireccional,No_cortex
Natural,Irregular,Flake,16.65999985,NoCortex,2.779999971,29.19000053,,2,Encurvado,Flat,Liso,Unidireccional,No_cortex
Hinged,Divergent,Flake,16.26000023,NoCortex,2.150000095,12.06000042,,2,Direito,Triangular,Cortical,Unidireccional,No_cortex
Natural,Biconvex,Flake,16.07999992,NoCortex,3.099999905,12.18000031,,2,Direito,Triangular,Liso,Unidireccional,No_cortex
Natural,Divergent,Flake,15.93999958,NoCortex,1.919999957,19.56999969,,2,Direito,Flat,Crushed,Unidireccional,No_cortex
Hinged,Divergent,Flake,15.86999989,NoCortex,2.470000029,16.31999969,,2,Direito,Triangular,Liso,Unidireccional,No_cortex
Hinged,Paralell,Flake,15.76000023,NoCortex,4.21999979,15.26000023,,2,Direito,Triangular,Liso,Unidireccional,No_cortex
Natural,Irregular,Flake,15.34000015,NoCortex,5.130000114,12.18000031,,2,Direito,Triangular,Liso,Unidireccional,No_cortex
Natural,Other,Flake,15.32999992,NoCortex,1.809999943,12.85000038,,2,Direito,Flat,Liso,Unidireccional,No_cortex
Hinged,Divergent,Flake,14.67000008,NoCortex,2.190000057,13.39999962,,2,Direito,Triangular,Liso,Unidireccional,No_cortex
Natural,Divergent,Flake,14.14999962,NoCortex,2.910000086,20.54999924,,2,Direito,Triangular,Liso,Unidireccional,No_cortex
Natural,Divergent,Flake,13.60000038,NoCortex,2.680000067,21.98999977,,2,Direito,Flat,Liso,Unidireccional,No_cortex
Natural,Irregular,Flake,11.57999992,NoCortex,1.889999986,16,,2,Direito,Flat,Dihedral,Unidireccional,No_cortex
Natural,Divergent,Flake,36.52999878,NoCortex,5.360000134,24.09000015,,2,Encurvado,Triangular,Other,Unidireccional,No_cortex
Natural,Divergent,Flake,32.18999863,NoCortex,4.53000021,19.47999954,,2,Encurvado,Triangular,Liso,Unidireccional,No_cortex
Natural,Divergent,Flake,26.79999924,NoCortex,4.900000095,17.80999947,,2,Direito,Triangular,Liso,Unidireccional,No_cortex
Natural,Paralell,Flake,25.10000038,NoCortex,4.079999924,18.07999992,,2,Encurvado,Triangular,Liso,Unidireccional,No_cortex
Natural,Irregular,Flake,56.09000015,NoCortex,8.289999962,33.86000061,,2,Encurvado,Triangular,Liso,Unidireccional,No_cortex
Natural,Irregular,Flake,46.93000031,NoCortex,7.75,27.86000061,,2,Direito,Triangular,Multifacetted,Unidireccional,No_cortex
Natural,Biconvex,Flake,35.25,NoCortex,4.309999943,20.51000023,,2,Direito,Triangular,Liso,Unidireccional,No_cortex
Natural,Irregular,Flake,35.11999893,NoCortex,5.809999943,27.10000038,,2,Direito,Triangular,Liso,Unidireccional,No_cortex
Natural,Biconvex,Flake,31.48999977,NoCortex,3.140000105,20.01000023,,2,Direito,Triangular,Liso,Unidireccional,No_cortex
Pointed,Convergent,Flake,31.40999985,NoCortex,3.430000067,19.64999962,,2,Irregular,Triangular,Liso,Unidireccional,No_cortex
Natural,Divergent,Flake,30.87000084,NoCortex,6.440000057,30.72999954,,2,Encurvado,Triangular,Liso,Unidireccional,No_cortex
Natural,Paralell,Flake,30.77000046,NoCortex,5.960000038,22.70999908,,2,Direito,Triangular,Cortical,Unidireccional,No_cortex
Natural,Irregular,Flake,30.61000061,NoCortex,7.5,20.68000031,,2,Direito,Triangular,Dihedral,Unidireccional,No_cortex
Natural,Irregular,Flake,30.57999992,NoCortex,1.769999981,16.39999962,,2,Torcido,Flat,Crushed,Unidireccional,No_cortex
